tweet_text,Party,is_mentioned
அண்ணா என்று சொன்னாலே மக்களுக்கு அதிமுக தான் நினைவுக்கு வரும் . ஈவேரா என்றால் தான் திமுக நினைவுக்கு வரும் . எப்படி திமுக காசு போட்டு பராசக்தி படம் எடுத்து அதிமுகவுக்கு ப்ரோமோஷன் செய்யுறாங்கனு தெர்ல ! ? @ blsanthosh @ nainarbjp @ kesavavinayakan,NTK,0
அண்ணா என்று சொன்னாலே மக்களுக்கு அதிமுக தான் நினைவுக்கு வரும் . ஈவேரா என்றால் தான் திமுக நினைவுக்கு வரும் . எப்படி திமுக காசு போட்டு பராசக்தி படம் எடுத்து அதிமுகவுக்கு ப்ரோமோஷன் செய்யுறாங்கனு தெர்ல ! ? @ blsanthosh @ nainarbjp @ kesavavinayakan,TVK,0
"மகாகவி சுப்பிரமணிய பாரதியாரின் பிறந்தநாள் நாடு முழுவதும் பாரதிய மொழிகள் தினம் ஆக கொண்டாடப்படும் நிலையில் , பள்ளி மற்றும் கல்லூரி மாணவர்களுக்கான மாநில அளவிலான மூன்றாம் பதிப்பு கட்டுரைப் போட்டியின் முடிவுகளை தமிழ்நாடு மக்கள் மாளிகை பெருமையுடன் அறிவிக்கிறது . இந்திய மொழியியல் பன்முகத்தன்மையை வளர்த்தெடுப்பதன் மூலமும் , இளைஞர்களிடையே இந்தியாவின் நீடித்த ஆன்மிகம் மற்றும் கலாசார பாரம்பரியத்தை வளர்த்தெடுப்பதன் மூலமும் மகாகவி பாரதியாரின் எழுச்சியூட்டும் மரபைக் கொண்டாட மக்கள் மாளிகை மேற்கொள்ளும் முயற்சியே இந்த வருடாந்திரப் போட்டியாகும் . அனைத்து பங்கேற்பாளர்களின் உற்சாகமான பங்கேற்புக்காக மனமார்ந்த வாழ்த்துக்கள் மற்றும் வெற்றியாளர்களுக்கு சிறப்பு பாராட்டுகள் . # மகாகவிபாரதியார் # பாரதியமொழிகள்தினம் # ஒரேபாரதம்உன்னதபாரதம் # போட்டி # ஆளுநர்ரவி # மக்கள்மாளிகைதமிழ்நாடு",ADMK,0
"மகாகவி சுப்பிரமணிய பாரதியாரின் பிறந்தநாள் நாடு முழுவதும் பாரதிய மொழிகள் தினம் ஆக கொண்டாடப்படும் நிலையில் , பள்ளி மற்றும் கல்லூரி மாணவர்களுக்கான மாநில அளவிலான மூன்றாம் பதிப்பு கட்டுரைப் போட்டியின் முடிவுகளை தமிழ்நாடு மக்கள் மாளிகை பெருமையுடன் அறிவிக்கிறது . இந்திய மொழியியல் பன்முகத்தன்மையை வளர்த்தெடுப்பதன் மூலமும் , இளைஞர்களிடையே இந்தியாவின் நீடித்த ஆன்மிகம் மற்றும் கலாசார பாரம்பரியத்தை வளர்த்தெடுப்பதன் மூலமும் மகாகவி பாரதியாரின் எழுச்சியூட்டும் மரபைக் கொண்டாட மக்கள் மாளிகை மேற்கொள்ளும் முயற்சியே இந்த வருடாந்திரப் போட்டியாகும் . அனைத்து பங்கேற்பாளர்களின் உற்சாகமான பங்கேற்புக்காக மனமார்ந்த வாழ்த்துக்கள் மற்றும் வெற்றியாளர்களுக்கு சிறப்பு பாராட்டுகள் . # மகாகவிபாரதியார் # பாரதியமொழிகள்தினம் # ஒரேபாரதம்உன்னதபாரதம் # போட்டி # ஆளுநர்ரவி # மக்கள்மாளிகைதமிழ்நாடு",BJP,1
"மகாகவி சுப்பிரமணிய பாரதியாரின் பிறந்தநாள் நாடு முழுவதும் பாரதிய மொழிகள் தினம் ஆக கொண்டாடப்படும் நிலையில் , பள்ளி மற்றும் கல்லூரி மாணவர்களுக்கான மாநில அளவிலான மூன்றாம் பதிப்பு கட்டுரைப் போட்டியின் முடிவுகளை தமிழ்நாடு மக்கள் மாளிகை பெருமையுடன் அறிவிக்கிறது . இந்திய மொழியியல் பன்முகத்தன்மையை வளர்த்தெடுப்பதன் மூலமும் , இளைஞர்களிடையே இந்தியாவின் நீடித்த ஆன்மிகம் மற்றும் கலாசார பாரம்பரியத்தை வளர்த்தெடுப்பதன் மூலமும் மகாகவி பாரதியாரின் எழுச்சியூட்டும் மரபைக் கொண்டாட மக்கள் மாளிகை மேற்கொள்ளும் முயற்சியே இந்த வருடாந்திரப் போட்டியாகும் . அனைத்து பங்கேற்பாளர்களின் உற்சாகமான பங்கேற்புக்காக மனமார்ந்த வாழ்த்துக்கள் மற்றும் வெற்றியாளர்களுக்கு சிறப்பு பாராட்டுகள் . # மகாகவிபாரதியார் # பாரதியமொழிகள்தினம் # ஒரேபாரதம்உன்னதபாரதம் # போட்டி # ஆளுநர்ரவி # மக்கள்மாளிகைதமிழ்நாடு",Congress,0
"மகாகவி சுப்பிரமணிய பாரதியாரின் பிறந்தநாள் நாடு முழுவதும் பாரதிய மொழிகள் தினம் ஆக கொண்டாடப்படும் நிலையில் , பள்ளி மற்றும் கல்லூரி மாணவர்களுக்கான மாநில அளவிலான மூன்றாம் பதிப்பு கட்டுரைப் போட்டியின் முடிவுகளை தமிழ்நாடு மக்கள் மாளிகை பெருமையுடன் அறிவிக்கிறது . இந்திய மொழியியல் பன்முகத்தன்மையை வளர்த்தெடுப்பதன் மூலமும் , இளைஞர்களிடையே இந்தியாவின் நீடித்த ஆன்மிகம் மற்றும் கலாசார பாரம்பரியத்தை வளர்த்தெடுப்பதன் மூலமும் மகாகவி பாரதியாரின் எழுச்சியூட்டும் மரபைக் கொண்டாட மக்கள் மாளிகை மேற்கொள்ளும் முயற்சியே இந்த வருடாந்திரப் போட்டியாகும் . அனைத்து பங்கேற்பாளர்களின் உற்சாகமான பங்கேற்புக்காக மனமார்ந்த வாழ்த்துக்கள் மற்றும் வெற்றியாளர்களுக்கு சிறப்பு பாராட்டுகள் . # மகாகவிபாரதியார் # பாரதியமொழிகள்தினம் # ஒரேபாரதம்உன்னதபாரதம் # போட்டி # ஆளுநர்ரவி # மக்கள்மாளிகைதமிழ்நாடு",DMK,0
"மகாகவி சுப்பிரமணிய பாரதியாரின் பிறந்தநாள் நாடு முழுவதும் பாரதிய மொழிகள் தினம் ஆக கொண்டாடப்படும் நிலையில் , பள்ளி மற்றும் கல்லூரி மாணவர்களுக்கான மாநில அளவிலான மூன்றாம் பதிப்பு கட்டுரைப் போட்டியின் முடிவுகளை தமிழ்நாடு மக்கள் மாளிகை பெருமையுடன் அறிவிக்கிறது . இந்திய மொழியியல் பன்முகத்தன்மையை வளர்த்தெடுப்பதன் மூலமும் , இளைஞர்களிடையே இந்தியாவின் நீடித்த ஆன்மிகம் மற்றும் கலாசார பாரம்பரியத்தை வளர்த்தெடுப்பதன் மூலமும் மகாகவி பாரதியாரின் எழுச்சியூட்டும் மரபைக் கொண்டாட மக்கள் மாளிகை மேற்கொள்ளும் முயற்சியே இந்த வருடாந்திரப் போட்டியாகும் . அனைத்து பங்கேற்பாளர்களின் உற்சாகமான பங்கேற்புக்காக மனமார்ந்த வாழ்த்துக்கள் மற்றும் வெற்றியாளர்களுக்கு சிறப்பு பாராட்டுகள் . # மகாகவிபாரதியார் # பாரதியமொழிகள்தினம் # ஒரேபாரதம்உன்னதபாரதம் # போட்டி # ஆளுநர்ரவி # மக்கள்மாளிகைதமிழ்நாடு",NTK,0
"மகாகவி சுப்பிரமணிய பாரதியாரின் பிறந்தநாள் நாடு முழுவதும் பாரதிய மொழிகள் தினம் ஆக கொண்டாடப்படும் நிலையில் , பள்ளி மற்றும் கல்லூரி மாணவர்களுக்கான மாநில அளவிலான மூன்றாம் பதிப்பு கட்டுரைப் போட்டியின் முடிவுகளை தமிழ்நாடு மக்கள் மாளிகை பெருமையுடன் அறிவிக்கிறது . இந்திய மொழியியல் பன்முகத்தன்மையை வளர்த்தெடுப்பதன் மூலமும் , இளைஞர்களிடையே இந்தியாவின் நீடித்த ஆன்மிகம் மற்றும் கலாசார பாரம்பரியத்தை வளர்த்தெடுப்பதன் மூலமும் மகாகவி பாரதியாரின் எழுச்சியூட்டும் மரபைக் கொண்டாட மக்கள் மாளிகை மேற்கொள்ளும் முயற்சியே இந்த வருடாந்திரப் போட்டியாகும் . அனைத்து பங்கேற்பாளர்களின் உற்சாகமான பங்கேற்புக்காக மனமார்ந்த வாழ்த்துக்கள் மற்றும் வெற்றியாளர்களுக்கு சிறப்பு பாராட்டுகள் . # மகாகவிபாரதியார் # பாரதியமொழிகள்தினம் # ஒரேபாரதம்உன்னதபாரதம் # போட்டி # ஆளுநர்ரவி # மக்கள்மாளிகைதமிழ்நாடு",TVK,0
"திமுக கொடுத்த தேர்தல் வாக்குறுதிகள் குறித்து , முதலமைச்சர் திரு @ mkstalin , ஒவ்வொரு வாரமும் , ஒவ்வொரு சதவீத கணக்கைக் கூறி வருகிறார் . ஆனால் பகுதி நேர ஆசிரியர்கள் , தங்களுக்குக் கொடுத்த தேர்தல் வாக்குறுதியை அவருக்கு நினைவூட்ட , வாக்குறுதி எண் 181-ஐ , நெற்றியில் எழுதிப் போராடும் நிலைக்குத் தள்ளப்பட்டிருக்கிறார்கள் . கடந்த 2016 தேர்தலிலேயே , பகுதி நேர ஆசிரியர்களுக்குப் பணி நிரந்தரம் செய்வோம் என்று தேர்தல் வாக்குறுதியாகக் கொடுத்து , அவர்கள் போராட்டத்துக்கு நேரில் சென்று ஆதரவளித்த அப்போது எதிர்க்கட்சியாக இருந்த முதலமைச்சர் திரு @ mkstalin , ஆட்சிக்கு வந்த பிறகு அவர்களை முற்றிலுமாகப் புறக்கணித்து வருகிறார் . கடந்த ஐந்து ஆண்டுகளாக , 10 % வாக்குறுதிகளைக் கூட முழுமையாக நிறைவேற்றாமல் , அடுத்த தேர்தலுக்கு வாக்குறுதி அளிக்க , தனது தங்கை தலைமையில் குழு அமைத்திருக்கிறார் முதலமைச்சர் திரு @ mkstalin . திமுக தமிழக மக்களை எத்தனை ஏளனமாகப் பார்க்கிறது என்பதற்கு இது ஒரு எடுத்துக்காட்டு . திமுகவின் நம்பிக்கை மோசடிக்கு , 2026 தேர்தலில் தமிழக மக்கள் உரிய பதிலடி கொடுப்பார்கள் .",ADMK,0
"திமுக கொடுத்த தேர்தல் வாக்குறுதிகள் குறித்து , முதலமைச்சர் திரு @ mkstalin , ஒவ்வொரு வாரமும் , ஒவ்வொரு சதவீத கணக்கைக் கூறி வருகிறார் . ஆனால் பகுதி நேர ஆசிரியர்கள் , தங்களுக்குக் கொடுத்த தேர்தல் வாக்குறுதியை அவருக்கு நினைவூட்ட , வாக்குறுதி எண் 181-ஐ , நெற்றியில் எழுதிப் போராடும் நிலைக்குத் தள்ளப்பட்டிருக்கிறார்கள் . கடந்த 2016 தேர்தலிலேயே , பகுதி நேர ஆசிரியர்களுக்குப் பணி நிரந்தரம் செய்வோம் என்று தேர்தல் வாக்குறுதியாகக் கொடுத்து , அவர்கள் போராட்டத்துக்கு நேரில் சென்று ஆதரவளித்த அப்போது எதிர்க்கட்சியாக இருந்த முதலமைச்சர் திரு @ mkstalin , ஆட்சிக்கு வந்த பிறகு அவர்களை முற்றிலுமாகப் புறக்கணித்து வருகிறார் . கடந்த ஐந்து ஆண்டுகளாக , 10 % வாக்குறுதிகளைக் கூட முழுமையாக நிறைவேற்றாமல் , அடுத்த தேர்தலுக்கு வாக்குறுதி அளிக்க , தனது தங்கை தலைமையில் குழு அமைத்திருக்கிறார் முதலமைச்சர் திரு @ mkstalin . திமுக தமிழக மக்களை எத்தனை ஏளனமாகப் பார்க்கிறது என்பதற்கு இது ஒரு எடுத்துக்காட்டு . திமுகவின் நம்பிக்கை மோசடிக்கு , 2026 தேர்தலில் தமிழக மக்கள் உரிய பதிலடி கொடுப்பார்கள் .",BJP,0
"திமுக கொடுத்த தேர்தல் வாக்குறுதிகள் குறித்து , முதலமைச்சர் திரு @ mkstalin , ஒவ்வொரு வாரமும் , ஒவ்வொரு சதவீத கணக்கைக் கூறி வருகிறார் . ஆனால் பகுதி நேர ஆசிரியர்கள் , தங்களுக்குக் கொடுத்த தேர்தல் வாக்குறுதியை அவருக்கு நினைவூட்ட , வாக்குறுதி எண் 181-ஐ , நெற்றியில் எழுதிப் போராடும் நிலைக்குத் தள்ளப்பட்டிருக்கிறார்கள் . கடந்த 2016 தேர்தலிலேயே , பகுதி நேர ஆசிரியர்களுக்குப் பணி நிரந்தரம் செய்வோம் என்று தேர்தல் வாக்குறுதியாகக் கொடுத்து , அவர்கள் போராட்டத்துக்கு நேரில் சென்று ஆதரவளித்த அப்போது எதிர்க்கட்சியாக இருந்த முதலமைச்சர் திரு @ mkstalin , ஆட்சிக்கு வந்த பிறகு அவர்களை முற்றிலுமாகப் புறக்கணித்து வருகிறார் . கடந்த ஐந்து ஆண்டுகளாக , 10 % வாக்குறுதிகளைக் கூட முழுமையாக நிறைவேற்றாமல் , அடுத்த தேர்தலுக்கு வாக்குறுதி அளிக்க , தனது தங்கை தலைமையில் குழு அமைத்திருக்கிறார் முதலமைச்சர் திரு @ mkstalin . திமுக தமிழக மக்களை எத்தனை ஏளனமாகப் பார்க்கிறது என்பதற்கு இது ஒரு எடுத்துக்காட்டு . திமுகவின் நம்பிக்கை மோசடிக்கு , 2026 தேர்தலில் தமிழக மக்கள் உரிய பதிலடி கொடுப்பார்கள் .",Congress,0
"திமுக கொடுத்த தேர்தல் வாக்குறுதிகள் குறித்து , முதலமைச்சர் திரு @ mkstalin , ஒவ்வொரு வாரமும் , ஒவ்வொரு சதவீத கணக்கைக் கூறி வருகிறார் . ஆனால் பகுதி நேர ஆசிரியர்கள் , தங்களுக்குக் கொடுத்த தேர்தல் வாக்குறுதியை அவருக்கு நினைவூட்ட , வாக்குறுதி எண் 181-ஐ , நெற்றியில் எழுதிப் போராடும் நிலைக்குத் தள்ளப்பட்டிருக்கிறார்கள் . கடந்த 2016 தேர்தலிலேயே , பகுதி நேர ஆசிரியர்களுக்குப் பணி நிரந்தரம் செய்வோம் என்று தேர்தல் வாக்குறுதியாகக் கொடுத்து , அவர்கள் போராட்டத்துக்கு நேரில் சென்று ஆதரவளித்த அப்போது எதிர்க்கட்சியாக இருந்த முதலமைச்சர் திரு @ mkstalin , ஆட்சிக்கு வந்த பிறகு அவர்களை முற்றிலுமாகப் புறக்கணித்து வருகிறார் . கடந்த ஐந்து ஆண்டுகளாக , 10 % வாக்குறுதிகளைக் கூட முழுமையாக நிறைவேற்றாமல் , அடுத்த தேர்தலுக்கு வாக்குறுதி அளிக்க , தனது தங்கை தலைமையில் குழு அமைத்திருக்கிறார் முதலமைச்சர் திரு @ mkstalin . திமுக தமிழக மக்களை எத்தனை ஏளனமாகப் பார்க்கிறது என்பதற்கு இது ஒரு எடுத்துக்காட்டு . திமுகவின் நம்பிக்கை மோசடிக்கு , 2026 தேர்தலில் தமிழக மக்கள் உரிய பதிலடி கொடுப்பார்கள் .",DMK,1
"திமுக கொடுத்த தேர்தல் வாக்குறுதிகள் குறித்து , முதலமைச்சர் திரு @ mkstalin , ஒவ்வொரு வாரமும் , ஒவ்வொரு சதவீத கணக்கைக் கூறி வருகிறார் . ஆனால் பகுதி நேர ஆசிரியர்கள் , தங்களுக்குக் கொடுத்த தேர்தல் வாக்குறுதியை அவருக்கு நினைவூட்ட , வாக்குறுதி எண் 181-ஐ , நெற்றியில் எழுதிப் போராடும் நிலைக்குத் தள்ளப்பட்டிருக்கிறார்கள் . கடந்த 2016 தேர்தலிலேயே , பகுதி நேர ஆசிரியர்களுக்குப் பணி நிரந்தரம் செய்வோம் என்று தேர்தல் வாக்குறுதியாகக் கொடுத்து , அவர்கள் போராட்டத்துக்கு நேரில் சென்று ஆதரவளித்த அப்போது எதிர்க்கட்சியாக இருந்த முதலமைச்சர் திரு @ mkstalin , ஆட்சிக்கு வந்த பிறகு அவர்களை முற்றிலுமாகப் புறக்கணித்து வருகிறார் . கடந்த ஐந்து ஆண்டுகளாக , 10 % வாக்குறுதிகளைக் கூட முழுமையாக நிறைவேற்றாமல் , அடுத்த தேர்தலுக்கு வாக்குறுதி அளிக்க , தனது தங்கை தலைமையில் குழு அமைத்திருக்கிறார் முதலமைச்சர் திரு @ mkstalin . திமுக தமிழக மக்களை எத்தனை ஏளனமாகப் பார்க்கிறது என்பதற்கு இது ஒரு எடுத்துக்காட்டு . திமுகவின் நம்பிக்கை மோசடிக்கு , 2026 தேர்தலில் தமிழக மக்கள் உரிய பதிலடி கொடுப்பார்கள் .",NTK,0
"திமுக கொடுத்த தேர்தல் வாக்குறுதிகள் குறித்து , முதலமைச்சர் திரு @ mkstalin , ஒவ்வொரு வாரமும் , ஒவ்வொரு சதவீத கணக்கைக் கூறி வருகிறார் . ஆனால் பகுதி நேர ஆசிரியர்கள் , தங்களுக்குக் கொடுத்த தேர்தல் வாக்குறுதியை அவருக்கு நினைவூட்ட , வாக்குறுதி எண் 181-ஐ , நெற்றியில் எழுதிப் போராடும் நிலைக்குத் தள்ளப்பட்டிருக்கிறார்கள் . கடந்த 2016 தேர்தலிலேயே , பகுதி நேர ஆசிரியர்களுக்குப் பணி நிரந்தரம் செய்வோம் என்று தேர்தல் வாக்குறுதியாகக் கொடுத்து , அவர்கள் போராட்டத்துக்கு நேரில் சென்று ஆதரவளித்த அப்போது எதிர்க்கட்சியாக இருந்த முதலமைச்சர் திரு @ mkstalin , ஆட்சிக்கு வந்த பிறகு அவர்களை முற்றிலுமாகப் புறக்கணித்து வருகிறார் . கடந்த ஐந்து ஆண்டுகளாக , 10 % வாக்குறுதிகளைக் கூட முழுமையாக நிறைவேற்றாமல் , அடுத்த தேர்தலுக்கு வாக்குறுதி அளிக்க , தனது தங்கை தலைமையில் குழு அமைத்திருக்கிறார் முதலமைச்சர் திரு @ mkstalin . திமுக தமிழக மக்களை எத்தனை ஏளனமாகப் பார்க்கிறது என்பதற்கு இது ஒரு எடுத்துக்காட்டு . திமுகவின் நம்பிக்கை மோசடிக்கு , 2026 தேர்தலில் தமிழக மக்கள் உரிய பதிலடி கொடுப்பார்கள் .",TVK,0
"dear @ rahulgandhi , 2026 tamil nadu election campaign , please ’ disappear thailand , bangkok , england . come tamil nadu campaign — greatly help ensure bjp–nda victory . @ narendramodi @ amitshah @ rajnathsingh @ nsitharaman @ ashwinivaishnaw @ blsanthosh @ menonarvindbjp @ reddysudhakar21 @ nainarbjp @ kesavavinayakan @ annamalai_k",ADMK,0
"dear @ rahulgandhi , 2026 tamil nadu election campaign , please ’ disappear thailand , bangkok , england . come tamil nadu campaign — greatly help ensure bjp–nda victory . @ narendramodi @ amitshah @ rajnathsingh @ nsitharaman @ ashwinivaishnaw @ blsanthosh @ menonarvindbjp @ reddysudhakar21 @ nainarbjp @ kesavavinayakan @ annamalai_k",BJP,1
"dear @ rahulgandhi , 2026 tamil nadu election campaign , please ’ disappear thailand , bangkok , england . come tamil nadu campaign — greatly help ensure bjp–nda victory . @ narendramodi @ amitshah @ rajnathsingh @ nsitharaman @ ashwinivaishnaw @ blsanthosh @ menonarvindbjp @ reddysudhakar21 @ nainarbjp @ kesavavinayakan @ annamalai_k",Congress,1
"dear @ rahulgandhi , 2026 tamil nadu election campaign , please ’ disappear thailand , bangkok , england . come tamil nadu campaign — greatly help ensure bjp–nda victory . @ narendramodi @ amitshah @ rajnathsingh @ nsitharaman @ ashwinivaishnaw @ blsanthosh @ menonarvindbjp @ reddysudhakar21 @ nainarbjp @ kesavavinayakan @ annamalai_k",DMK,0
"dear @ rahulgandhi , 2026 tamil nadu election campaign , please ’ disappear thailand , bangkok , england . come tamil nadu campaign — greatly help ensure bjp–nda victory . @ narendramodi @ amitshah @ rajnathsingh @ nsitharaman @ ashwinivaishnaw @ blsanthosh @ menonarvindbjp @ reddysudhakar21 @ nainarbjp @ kesavavinayakan @ annamalai_k",NTK,0
"dear @ rahulgandhi , 2026 tamil nadu election campaign , please ’ disappear thailand , bangkok , england . come tamil nadu campaign — greatly help ensure bjp–nda victory . @ narendramodi @ amitshah @ rajnathsingh @ nsitharaman @ ashwinivaishnaw @ blsanthosh @ menonarvindbjp @ reddysudhakar21 @ nainarbjp @ kesavavinayakan @ annamalai_k",TVK,0
"eve mahakavi subramania bharathiar ’ birth anniversary , celebrated nationwide bharatiya bhasha diwas , lok bhavan , tamil nadu , proudly announces results third edition state-level essay competition school college students . annual competition lok bhavan ’ initiative celebrate mahakavi bharathiar ’ inspiring legacy fostering india ’ linguistic diversity nurturing india ’ enduring spiritual cultural heritage among youth . heartiest congratulations participants enthusiastic participation special congratulations winners . # mahakavibharathiar # bharatiyabhashadiwas # ekbharatshreshtabharat # competition # governorravi # lokbhavantn",ADMK,0
"eve mahakavi subramania bharathiar ’ birth anniversary , celebrated nationwide bharatiya bhasha diwas , lok bhavan , tamil nadu , proudly announces results third edition state-level essay competition school college students . annual competition lok bhavan ’ initiative celebrate mahakavi bharathiar ’ inspiring legacy fostering india ’ linguistic diversity nurturing india ’ enduring spiritual cultural heritage among youth . heartiest congratulations participants enthusiastic participation special congratulations winners . # mahakavibharathiar # bharatiyabhashadiwas # ekbharatshreshtabharat # competition # governorravi # lokbhavantn",BJP,1
"eve mahakavi subramania bharathiar ’ birth anniversary , celebrated nationwide bharatiya bhasha diwas , lok bhavan , tamil nadu , proudly announces results third edition state-level essay competition school college students . annual competition lok bhavan ’ initiative celebrate mahakavi bharathiar ’ inspiring legacy fostering india ’ linguistic diversity nurturing india ’ enduring spiritual cultural heritage among youth . heartiest congratulations participants enthusiastic participation special congratulations winners . # mahakavibharathiar # bharatiyabhashadiwas # ekbharatshreshtabharat # competition # governorravi # lokbhavantn",Congress,0
"eve mahakavi subramania bharathiar ’ birth anniversary , celebrated nationwide bharatiya bhasha diwas , lok bhavan , tamil nadu , proudly announces results third edition state-level essay competition school college students . annual competition lok bhavan ’ initiative celebrate mahakavi bharathiar ’ inspiring legacy fostering india ’ linguistic diversity nurturing india ’ enduring spiritual cultural heritage among youth . heartiest congratulations participants enthusiastic participation special congratulations winners . # mahakavibharathiar # bharatiyabhashadiwas # ekbharatshreshtabharat # competition # governorravi # lokbhavantn",DMK,0
"eve mahakavi subramania bharathiar ’ birth anniversary , celebrated nationwide bharatiya bhasha diwas , lok bhavan , tamil nadu , proudly announces results third edition state-level essay competition school college students . annual competition lok bhavan ’ initiative celebrate mahakavi bharathiar ’ inspiring legacy fostering india ’ linguistic diversity nurturing india ’ enduring spiritual cultural heritage among youth . heartiest congratulations participants enthusiastic participation special congratulations winners . # mahakavibharathiar # bharatiyabhashadiwas # ekbharatshreshtabharat # competition # governorravi # lokbhavantn",NTK,0
"eve mahakavi subramania bharathiar ’ birth anniversary , celebrated nationwide bharatiya bhasha diwas , lok bhavan , tamil nadu , proudly announces results third edition state-level essay competition school college students . annual competition lok bhavan ’ initiative celebrate mahakavi bharathiar ’ inspiring legacy fostering india ’ linguistic diversity nurturing india ’ enduring spiritual cultural heritage among youth . heartiest congratulations participants enthusiastic participation special congratulations winners . # mahakavibharathiar # bharatiyabhashadiwas # ekbharatshreshtabharat # competition # governorravi # lokbhavantn",TVK,0
திருவல்லிக்கேணி நடுக்குப்பம் பகுதி யில் மீனவர் அணி சார்பில் தவெக கோலம் . @ bussyanand @ chepauktvk_offl @ tvkvijayhq,ADMK,0
திருவல்லிக்கேணி நடுக்குப்பம் பகுதி யில் மீனவர் அணி சார்பில் தவெக கோலம் . @ bussyanand @ chepauktvk_offl @ tvkvijayhq,BJP,0
திருவல்லிக்கேணி நடுக்குப்பம் பகுதி யில் மீனவர் அணி சார்பில் தவெக கோலம் . @ bussyanand @ chepauktvk_offl @ tvkvijayhq,Congress,0
திருவல்லிக்கேணி நடுக்குப்பம் பகுதி யில் மீனவர் அணி சார்பில் தவெக கோலம் . @ bussyanand @ chepauktvk_offl @ tvkvijayhq,DMK,0
திருவல்லிக்கேணி நடுக்குப்பம் பகுதி யில் மீனவர் அணி சார்பில் தவெக கோலம் . @ bussyanand @ chepauktvk_offl @ tvkvijayhq,NTK,0
திருவல்லிக்கேணி நடுக்குப்பம் பகுதி யில் மீனவர் அணி சார்பில் தவெக கோலம் . @ bussyanand @ chepauktvk_offl @ tvkvijayhq,TVK,1
"வர வர debate லாம் பார்த்தா dmk ruling party ahh ! ! இல்ல tvk ruling party ahh nae தெரியலையே பா ! ! : thinking_face : ... வெறும் tvk மட்டும் கெத்தா dmk kuu opposition voice கொடுக்குது மத்ததெல்லாம் tvk vae பார்த்து தொகுருது , நடுங்குது : fire : :flexed_biceps : :collision : இனிமே இப்படிதான் எங்கள சுத்தி தான் இங்க அரசியலே இயங்கணும் : hundred_points : # tvkvijay # tvkfortn # தமிழகவெற்றிக்கழகம்",ADMK,0
"வர வர debate லாம் பார்த்தா dmk ruling party ahh ! ! இல்ல tvk ruling party ahh nae தெரியலையே பா ! ! : thinking_face : ... வெறும் tvk மட்டும் கெத்தா dmk kuu opposition voice கொடுக்குது மத்ததெல்லாம் tvk vae பார்த்து தொகுருது , நடுங்குது : fire : :flexed_biceps : :collision : இனிமே இப்படிதான் எங்கள சுத்தி தான் இங்க அரசியலே இயங்கணும் : hundred_points : # tvkvijay # tvkfortn # தமிழகவெற்றிக்கழகம்",BJP,0
"வர வர debate லாம் பார்த்தா dmk ruling party ahh ! ! இல்ல tvk ruling party ahh nae தெரியலையே பா ! ! : thinking_face : ... வெறும் tvk மட்டும் கெத்தா dmk kuu opposition voice கொடுக்குது மத்ததெல்லாம் tvk vae பார்த்து தொகுருது , நடுங்குது : fire : :flexed_biceps : :collision : இனிமே இப்படிதான் எங்கள சுத்தி தான் இங்க அரசியலே இயங்கணும் : hundred_points : # tvkvijay # tvkfortn # தமிழகவெற்றிக்கழகம்",Congress,0
"வர வர debate லாம் பார்த்தா dmk ruling party ahh ! ! இல்ல tvk ruling party ahh nae தெரியலையே பா ! ! : thinking_face : ... வெறும் tvk மட்டும் கெத்தா dmk kuu opposition voice கொடுக்குது மத்ததெல்லாம் tvk vae பார்த்து தொகுருது , நடுங்குது : fire : :flexed_biceps : :collision : இனிமே இப்படிதான் எங்கள சுத்தி தான் இங்க அரசியலே இயங்கணும் : hundred_points : # tvkvijay # tvkfortn # தமிழகவெற்றிக்கழகம்",DMK,1
"வர வர debate லாம் பார்த்தா dmk ruling party ahh ! ! இல்ல tvk ruling party ahh nae தெரியலையே பா ! ! : thinking_face : ... வெறும் tvk மட்டும் கெத்தா dmk kuu opposition voice கொடுக்குது மத்ததெல்லாம் tvk vae பார்த்து தொகுருது , நடுங்குது : fire : :flexed_biceps : :collision : இனிமே இப்படிதான் எங்கள சுத்தி தான் இங்க அரசியலே இயங்கணும் : hundred_points : # tvkvijay # tvkfortn # தமிழகவெற்றிக்கழகம்",NTK,0
"வர வர debate லாம் பார்த்தா dmk ruling party ahh ! ! இல்ல tvk ruling party ahh nae தெரியலையே பா ! ! : thinking_face : ... வெறும் tvk மட்டும் கெத்தா dmk kuu opposition voice கொடுக்குது மத்ததெல்லாம் tvk vae பார்த்து தொகுருது , நடுங்குது : fire : :flexed_biceps : :collision : இனிமே இப்படிதான் எங்கள சுத்தி தான் இங்க அரசியலே இயங்கணும் : hundred_points : # tvkvijay # tvkfortn # தமிழகவெற்றிக்கழகம்",TVK,1
"glad see increased participation youth events like ironman 70.3 held goa today . events contribute towards # fitindia movement . congratulations everyone took part . delighted two young party colleagues , annamalai tejasvi surya among successfully completed ironman triathlon . @ annamalai_k @ tejasvi_surya",ADMK,0
"glad see increased participation youth events like ironman 70.3 held goa today . events contribute towards # fitindia movement . congratulations everyone took part . delighted two young party colleagues , annamalai tejasvi surya among successfully completed ironman triathlon . @ annamalai_k @ tejasvi_surya",BJP,1
"glad see increased participation youth events like ironman 70.3 held goa today . events contribute towards # fitindia movement . congratulations everyone took part . delighted two young party colleagues , annamalai tejasvi surya among successfully completed ironman triathlon . @ annamalai_k @ tejasvi_surya",Congress,0
