"annotation_id","annotator","created_at","favorite_count","followers_count","following_count","full_text","hashtags","id","is_blue_verified","is_news","is_political","is_quote","lang","lead_time","link","overall_sentiment","party_list","place","possibly_sensitive","quote_count","reply_count","retweet_count","sarcasm_check","screen_name","stance_admk","stance_bjp","stance_congress","stance_dmk","stance_ntk","stance_tvk","total_tweets_by_user","tweet_id","updated_at","urls","user_desc","user_id","user_location","user_name","user_verified","view_count"
131,"3","2026-01-23T15:51:34.503759Z",852,25616,51,"எங்கே சென்றாலும் மக்கள் உண்மையை புரிந்து கொண்டு எதிர்த்து விரட்டுகிறார்கள். இவர்கள் மட்டும் இன்னும் “TVK. Tvk  (தீ வைக்க, தீ வைக்க) என்று கதறிக் கொண்டிருக்கிறார்கள்! <a href=""https://t.co/L0HtVT93JD"">https://t.co/L0HtVT93JD</a>","[]",103,True,"No","Yes",False,"ta",90.951,"<a href=""https://x.com/twitter/status/2012724779703312508"" target=""_blank"">Tweet Link</a>","Negative","TVK","",False,11,60,298,"Yes","vaishnavi_cbe","","","","","","Anti-party",1276,2012724779703312508,"2026-01-23T15:51:34.503782Z","[]","திராவிட முன்னேற்றக் கழகம் | Trustee at ButterflyCharitableTrust | School Outreach Educator & Young politician |",1863452126200094720,"Coimbatore ","Vaishnavi",False,17290
132,"3","2026-01-23T15:54:27.914131Z",4723,1011790,886,"The blatant injustice meted out to the Avila Convent School Band from Coimbatore in the South Zone School Band Competition at Hyderabad is highly condemnable. 

A team that was officially declared FIRST in the Brass Band (Girls) category, given certificates and trophy, has now been arbitrarily pushed to third place through a alleged backdoor “re‑result”, without any transparency or notice to the school or students.

This blatant manipulation of results raises serious questions about the conduct of the organisers and the role of the Telangana Government, under whose watch the original results were cancelled and a new list issued after “expert review” that mysteriously downgraded Avila Convent, Tamil Nadu. Such conduct is an insult to the hard work, discipline and merit of our daughters who won fair and square on the field.

The Government of TN cannot remain a mute spectator when our team, which legitimately earned the right to represent the State, is being denied its place in the National School Band Competition to be held on 24th January in Delhi. 

It is the duty of the TN Govt to immediately intervene with the Telangana Govt & other authorities to restore Avila Convent’s rightful position.

The Telangana Govt must ensure complete transparency, publish the basis of this so‑called re‑evaluation, and guarantee that the original winners are not sacrificed to backroom lobbying, if any. 

The young girls of Avila Convent have made Tamil Nadu proud; now it is the Govt of Tamil Nadu's responsibility to stand by them and ensure they march in Delhi with their heads held high.","[]",104,True,"No","Yes",False,"en",171.377,"<a href=""https://x.com/twitter/status/2012386415611666828"" target=""_blank"">Tweet Link</a>","Negative","DMK","",False,16,60,1437,"No","annamalai_k","","","","Pro-party","","",18286,2012386415611666828,"2026-01-23T15:54:27.914158Z","[]","அறம் செய்ய விரும்பு. BJP Karyakartha.",61121030,"India","K.Annamalai",False,70754
133,"3","2026-01-23T15:57:19.716247Z",799,99487,121,"During election time, DMK is planning to create fights between Thala and Thalapathy fans and use it to for gain votes. 

Even if we fight among ourselves, AK's support is only for TVK, and Thala fans are also going to vote only for TVK. 

VIJAY × AK 🫂♥️&gt;
<a href=""https://t.co/5mVYXwpAW5"">https://t.co/5mVYXwpAW5</a>","[]",105,True,"No","Yes",False,"en",169.993,"<a href=""https://x.com/twitter/status/2012721553004429634"" target=""_blank"">Tweet Link</a>","Positive","{""choices"":[""DMK"",""TVK""]}","",False,36,82,181,"Yes","KVFC_Official","","","","Anti-party","","Pro-party",21199,2012721553004429634,"2026-01-23T15:57:19.716269Z","[]","Dawning from kerala to Eulogize Samrat @actorvijay ! Stay connected with kerala strongest Thalapathy Vijay's Online Promotion Team - #KVFC.",993408059325255680,"kerala 🌴","KERALA VIJAY FANS CLUB",False,17936
134,"3","2026-01-23T15:59:00.605952Z",884,5301,2035,"அதிமுக  வட சென்னை முன்னாள் மாவட்ட செயலாளர் VS. பாபு  தவெக வில்  ஐயா  @KASengottaiyan  முன்னிலையில் இணைந்தார் விரைவில் தலைவர் @TVKVijayHQ  சந்தித்து  கட்சியில் 2000 பேர்  இணைப்பதாக கூறியுள்ளார் 👍🏾 <a href=""https://t.co/pbEZ1M8tI9"">https://t.co/pbEZ1M8tI9</a>","[]",106,True,"No","Yes",False,"ta",99.016,"<a href=""https://x.com/twitter/status/2012746128694145473"" target=""_blank"">Tweet Link</a>","Positive","{""choices"":[""ADMK"",""TVK""]}","",False,1,2,252,"No","VigneshVic67385","Neutral","","","","","Pro-party",46593,2012746128694145473,"2026-01-23T15:59:00.605983Z","[]","Engineering ..... from #BLR ❤️ TVK Member 🙋‍♂️ #politics 
  
*பிறப்பொக்கும்  எல்லா உயிர்க்கும் -திருவள்ளுவர் *",1755630831463526400,"Bangalore ","VIJAY VIGNESH 🇪🇦 TVK 🇪🇦",False,12706
135,"3","2026-01-23T16:01:26.364127Z",1297,31408,9,"நியாயத்தைக் கேட்கும் பாஜக பெண் கவுன்சிலரை ஒருமையில் பேசி அவமானப்படுத்தும் அராஜக திமுக கவுன்சிலர்! <a href=""https://t.co/NHy8YYIjJ0"">https://t.co/NHy8YYIjJ0</a>","[]",107,True,"No","Yes",False,"ta",143.694,"<a href=""https://x.com/twitter/status/2006421311636275680"" target=""_blank"">Tweet Link</a>","Negative","{""choices"":[""DMK"",""BJP""]}","",False,7,24,543,"Yes","EnMannEnMakkal","","Pro-party","","Anti-party","","",6153,2006421311636275680,"2026-01-23T16:01:26.364163Z","[]","My Land, My People | Official Handle of Thalaivar Thiru K Annamalai’s Yatra | Come, let us ignite a political revolution in Tamil Nadu! | #VendumMeendumModi",1627576116616765442,"Tamilnadu","En Mann En Makkal",False,17522
136,"3","2026-01-23T16:02:59.804175Z",876,3995,614,"ஆதமங்கலம் புதூர் மஞ்சுவிரட்டில் #TVK TVK என கோஷமிட்ட மக்கள் 🤯🔥 

திமுககாரன் செம்ம காண்டுல இருக்கான் போல எதும் செய்ய முடியாம 😂 
#TVKforTN <a href=""https://t.co/7yNWPGhr12"">https://t.co/7yNWPGhr12</a>","['TVK', 'TVKforTN']",108,False,"No","Yes",False,"ta",91.689,"<a href=""https://x.com/twitter/status/2012735255170658725"" target=""_blank"">Tweet Link</a>","Positive","{""choices"":[""DMK"",""TVK""]}","",False,2,1,280,"Yes","TVK_Dinshu","","","","Pro-party","","Anti-party",38952,2012735255170658725,"2026-01-23T16:02:59.804199Z","[]","Hills💚 #Cyberophile | Loyal to @actorvijay ♥️ | BGMI : 5223975779",1866396922862604288,"Sholinganallur, Chennai ","𝐓𝐕𝐊 𝐃𝐢𝐧𝐬𝐡𝐮",False,7006
137,"3","2026-01-23T16:05:13.560781Z",20757,1011790,886,"The people of Mumbai have spoken with crystal clarity! The historic victory of the Mahayuti alliance in the BMC elections is a resounding endorsement of development-first governance. 

From the grassroots of local bodies to the halls of the parliament, this is the Triple Engine that delivers real, tangible development for every citizen. While the opposition trafficked in divisive narratives aimed at fragmenting the people, Mumbai chose unity, progress, and inclusive growth.

Extending my heartfelt congratulations to Maharashtra CM Thiru @Dev_Fadnavis avl and Dy CM Thiru @mieknathshinde avl, karyakarthas of BJP and leaders of the Mahayuti Alliance for this astounding victory. Under our Hon. PM Thiru @narendramodi avl’s visionary central policies and the brilliant state administrators, Mumbai is setting benchmarks in infrastructure, urban development, and citizens' welfare. The people have rewarded this governance with their vote.

The opposition was banking on the failed strategy of dividing Mumbaikars along linguistic and regional lines, a 20th-century relic the people soundly rejected. While our NDA government talks about development infrastructure, jobs, and growth, the opposition clung to an archaic narrative of regional animosity. Mumbaikars chose substance over divisiveness.

@AmeetSatam @BJP4Mumbai @Shivsenaofc","[]",109,True,"No","Yes",False,"en",131.945,"<a href=""https://x.com/twitter/status/2012141319070564704"" target=""_blank"">Tweet Link</a>","Positive","BJP","",False,47,346,3653,"No","annamalai_k","","Pro-party","","","","",18286,2012141319070564704,"2026-01-23T16:05:13.560803Z","[]","அறம் செய்ய விரும்பு. BJP Karyakartha.",61121030,"India","K.Annamalai",False,216866
138,"3","2026-01-23T16:06:32.107875Z",411,31408,9,"அரசு வேலைக்கு லஞ்சம்! திமுக ஆட்சியில் தொடரும் மெகா ஊழல்! <a href=""https://t.co/f700e3OOuY"">https://t.co/f700e3OOuY</a>","[]",110,True,"No","Yes",False,"ta",76.751,"<a href=""https://x.com/twitter/status/1998302155212820851"" target=""_blank"">Tweet Link</a>","Negative","DMK","",False,2,7,158,"Yes","EnMannEnMakkal","","","","Anti-party","","",6153,1998302155212820851,"2026-01-23T16:06:32.107906Z","[]","My Land, My People | Official Handle of Thalaivar Thiru K Annamalai’s Yatra | Come, let us ignite a political revolution in Tamil Nadu! | #VendumMeendumModi",1627576116616765442,"Tamilnadu","En Mann En Makkal",False,3345
139,"3","2026-01-23T16:08:21.026364Z",2352,3408,2366,"பாவம் டா அந்த ஆளு, இப்படி நெஞ்ச புடிச்சிட்டு உட்கார வச்சிட்டீங்களே..😂😂😂

#TVK #JanaNayagan @TVKVijayHQ <a href=""https://t.co/ZWfe9eTW5q"">https://t.co/ZWfe9eTW5q</a>","['TVK', 'JanaNayagan']",111,False,"No","Yes",False,"ta",107.041,"<a href=""https://x.com/twitter/status/2012704121439297578"" target=""_blank"">Tweet Link</a>","Positive","TVK","",False,5,16,567,"Yes","LegenD_AK_tweet","","","","","","Pro-party",8543,2012704121439297578,"2026-01-23T16:08:21.026403Z","[]","TVK🇪🇸 Virtual Warriors WING, தல ரசிகன் தளபதி தொண்டன்🫶 ,Ajith Kumar Racing Fanclub🏎️(Chemist👨‍🔬, Quality Control🥼⚗️🧪)",1314086899368095745,"Malaysia","Ꮮᴇɢᴇɴᴅᵀⱽᴷ",False,47532
140,"3","2026-01-23T16:10:25.385356Z",7793,1011790,886,"As the season arrives, our beloved Bull sets off on a two-month journey, taking part in various Jallikattu events across the region.

With pride in our hearts and a tinge of sadness, we gave him a warm send-off from our farm today. 

Will shall now eagerly wait for his glorious return!","[]",112,True,"No","No",False,"en",122.613,"<a href=""https://x.com/twitter/status/2007402047415661046"" target=""_blank"">Tweet Link</a>","","","",False,16,91,1426,"","annamalai_k","","","","","","",18286,2007402047415661046,"2026-01-23T16:10:25.385379Z","[]","அறம் செய்ய விரும்பு. BJP Karyakartha.",61121030,"India","K.Annamalai",False,88116
141,"3","2026-01-24T01:01:02.725652Z",2662,99593,419,"திருப்பூர் பெருமாநல்லூரில் குமரன் குன்று முருகப் பெருமான் கோவிலை இடித்து தன் ‘திராவிட மாடல் கடமை’யை செய்யும் திமுக அரசு ! 

சொரணை கெட்ட தமிழ் சமூகம் தமிழகத்தில் இரண்டாம் தர குடிமக்களாக இருப்பதைக் கூட உணராமல் உள்ளோம் ! <a href=""https://t.co/d8H3cdNxYR"">https://t.co/d8H3cdNxYR</a>","[]",113,True,"No","Yes",False,"ta",107.112,"<a href=""https://x.com/twitter/status/2008825238595990004"" target=""_blank"">Tweet Link</a>","Negative","DMK","",False,33,127,1265,"No","asuvathaman","","","","Anti-party","","",8057,2008825238595990004,"2026-01-24T01:01:02.725675Z","[]","State Secretary TN BJP, founder Project TamilAi, founder Integral Humanism Foundation, Partner Ashvathaman Associates, director-ledge & law, Director-DEFFO TECH",428095455,"Tamil Nadu, India","Ashvathaman Allimuthu",False,43080
142,"3","2026-01-24T01:02:13.893453Z",3275,99593,419,"சொரணையுள்ள தமிழன் எவனும் …

@blsanthosh @MenonArvindBJP @ReddySudhakar21 @NainarBJP @KesavaVinayakan @annamalai_k <a href=""https://t.co/gvqBCq2WWt"">https://t.co/gvqBCq2WWt</a>","[]",114,True,"No","Yes",False,"ta",69.35,"<a href=""https://x.com/twitter/status/1996254748459299117"" target=""_blank"">Tweet Link</a>","Positive","BJP","",False,149,733,949,"No","asuvathaman","","Pro-party","","","","",8057,1996254748459299117,"2026-01-24T01:02:13.893480Z","[]","State Secretary TN BJP, founder Project TamilAi, founder Integral Humanism Foundation, Partner Ashvathaman Associates, director-ledge & law, Director-DEFFO TECH",428095455,"Tamil Nadu, India","Ashvathaman Allimuthu",False,213098
143,"3","2026-01-24T01:03:20.830764Z",735,99593,419,"தமிழ் எப்படி தமிழர்களுக்கு சொந்தமான மொழியோ, அதேபோல சமஸ்கிருதமும் தமிழர்களுக்கு சொந்தமான மொழியே ! 

@narendramodi @AmitShah @rajnathsingh @nsitharaman @AshwiniVaishnaw

@blsanthosh @MenonArvindBJP @ReddySudhakar21 @NainarBJP @KesavaVinayakan @annamalai_k <a href=""https://t.co/WIUFG5z4LS"">https://t.co/WIUFG5z4LS</a>","[]",115,True,"No","Yes",False,"ta",65.133,"<a href=""https://x.com/twitter/status/1991855588020732176"" target=""_blank"">Tweet Link</a>","Positive","BJP","",False,79,435,241,"No","asuvathaman","","Pro-party","","","","",8057,1991855588020732176,"2026-01-24T01:03:20.830792Z","[]","State Secretary TN BJP, founder Project TamilAi, founder Integral Humanism Foundation, Partner Ashvathaman Associates, director-ledge & law, Director-DEFFO TECH",428095455,"Tamil Nadu, India","Ashvathaman Allimuthu",False,76617
144,"3","2026-01-24T01:04:40.971203Z",2837,1011790,886,"கொடுத்த வாக்குறுதி பட்டியலில் குறைவான வாக்குறுதிகளை மட்டுமே நிறைவேற்றிய அரசு ஒன்று உண்டென்றால் அது தமிழகத்தில் உள்ள திமுக அரசு தான்.

தமிழகத்தில் தமிழக பெண்கள் தாய்மார்களின் பாதுகாப்பிற்கு எந்த உத்திரவாதமும் இல்லை. தமிழக அரசுக்கு ஒரே ஒரு எண்ணம் தான். அது ஸ்டாலின் மகன் உதயநிதியை முதல்வர் ஆக்கவேண்டும் என்பது தான்.

நான் இன்று தமிழக மக்களுக்கு இதை கூற வந்துள்ளேன். தமிழகத்தில் நடந்து வரும் குடும்ப அரசியலை ஒழித்துக்கட்ட நேரம் வந்துவிட்டது - 'தமிழகம் தலை நிமிர தமிழனின் பயணம்' யாத்திரை நிறைவு விழாவில் உரையாற்றிய நமது மாண்புமிகு உள்துறை அமைச்சர் திரு @AmitShah அவர்கள்.","[]",116,True,"No","Yes",False,"ta",78.29,"<a href=""https://x.com/twitter/status/2007842575273890022"" target=""_blank"">Tweet Link</a>","Negative","{""choices"":[""DMK"",""BJP""]}","",False,8,56,897,"No","annamalai_k","","Pro-party","","Anti-party","","",18286,2007842575273890022,"2026-01-24T01:04:40.971222Z","[]","அறம் செய்ய விரும்பு. BJP Karyakartha.",61121030,"India","K.Annamalai",False,26062
145,"3","2026-01-24T01:05:28.627101Z",312,82506,146,"மகிழ்ச்சிகரமான புத்தாண்டு தருணத்தில், அனைவருக்கும் இதயங்கனிந்த அன்பான நல்வாழ்த்துக்கள்! 2026-ஆம் ஆண்டின் விடியல், புதுப்பிக்கப்பட்ட நம்பிக்கையையும், புதிய வாய்ப்புகளையும், வலுவான உறுதியையும் உருவாக்கி, நமது வாழ்க்கையை மகிழ்ச்சி, நல்ல ஆரோக்கியம் மற்றும் செழிப்புடன் நிரப்பட்டும். ஒற்றுமையையும் சமூக நல்லிணக்கத்தையும் நிலைநிறுத்துவதற்கும், நிலையான மற்றும் அனைவரையும் உள்ளடக்கிய வளர்ச்சியடைந்த பாரதத்தை உருவாக்குவதற்காக ஒன்றிணைந்து முன்னேறவும் நமது கூட்டுறுதியை மீண்டும் உறுதிப்படுத்திக் கொள்வோம்.
#புத்தாண்டு2026","['புத்தாண்டு2026']",117,True,"No","No",False,"ta",45.88,"<a href=""https://x.com/twitter/status/2006346755684839566"" target=""_blank"">Tweet Link</a>","","","",False,2,29,58,"","lokbhavan_tn","","","","","","",6299,2006346755684839566,"2026-01-24T01:05:28.627125Z","[]","Official Twitter Account of Lok Bhavan, Tamil Nadu.",1449331892537348096,"Lok Bhavan, Chennai","LOK BHAVAN, TAMIL NADU",False,3391
146,"3","2026-01-24T01:06:41.801944Z",1292,99593,419,"சொங்கியா இருப்பதைவிட சங்கியா இருந்துட்டு போறோம் போங்கடா ! 

இதுதான் இப்போது தமிழகம் சொல்கிற வார்த்தை ! <a href=""https://t.co/QNm6V08VlS"">https://t.co/QNm6V08VlS</a>","[]",118,True,"No","Yes",False,"ta",71.606,"<a href=""https://x.com/twitter/status/1997853030952374518"" target=""_blank"">Tweet Link</a>","Positive","BJP","",False,5,58,382,"No","asuvathaman","","Pro-party","","","","",8057,1997853030952374518,"2026-01-24T01:06:41.801965Z","[]","State Secretary TN BJP, founder Project TamilAi, founder Integral Humanism Foundation, Partner Ashvathaman Associates, director-ledge & law, Director-DEFFO TECH",428095455,"Tamil Nadu, India","Ashvathaman Allimuthu",False,9675
147,"3","2026-01-24T01:08:07.783087Z",2700,1011790,886,"கடந்த 2021 ஆம் ஆண்டு தேர்தலில், ஜல்லிக்கட்டு காளைகளை வளர்ப்போருக்கு ஊக்கத்தொகையாக, மாதம் 1000 ரூபாய் வழங்கப்படும் என்று வாக்குறுதி கொடுத்தார் முதலமைச்சர் திரு @mkstalin அவர்கள். ஆகா, தமிழ்ப் பண்பாட்டை ஊக்குவிக்கப் போகிறார் என்று அனைவரும் நினைத்தோம். ஆட்சிக்கு வந்து ஐந்து ஆண்டுகள் கடந்து விட்டன. இதுவரை, ஒரு ரூபாய் கூடக் கொடுக்கவில்லை. இந்த நிலையில் இன்று, மாடுபிடி வீரர்களுக்கு அரசு வேலையில் முன்னுரிமை கொடுக்கப் போகிறோம் என்று மற்றுமொரு ஏமாற்று அறிவிப்பை வெளியிட்டிருக்கிறார் முதலமைச்சர் திரு @mkstalin. 

ஏற்கனவே, ஜல்லிக்கட்டு காளைகள் வளர்ப்பவர்கள் ஒவ்வொருவருக்கும், இந்த ஐந்து ஆண்டுகளில், கொடுக்கப்பட வேண்டிய சுமார் ₹60,000 ஊக்கத்தொகை எப்போது வருமென்று தெரியவில்லை. இப்படி தொடர்ந்து வெற்று வாக்குறுதிகள் கொடுத்து யாரை ஏமாற்றலாம் என்று எண்ணிக் கொண்டிருக்கிறார் முதலமைச்சர் என்பது தெரியவில்லை.

முதலமைச்சர் திரு @mkstalin அவர்களுக்குப் பிடித்த ""பேரு பெத்த பேரு, தாக நீலு லேது"" என்ற தெலுங்குப் பழமொழி, திமுகவின் தேர்தல் வாக்குறுதிகளுக்கு முழுமையாகப் பொருந்தும்.","[]",119,True,"No","Yes",False,"ta",84.264,"<a href=""https://x.com/twitter/status/2012447581356667388"" target=""_blank"">Tweet Link</a>","Negative","DMK","",False,24,77,1003,"Yes","annamalai_k","","","","Anti-party","","",18286,2012447581356667388,"2026-01-24T01:08:07.783110Z","[]","அறம் செய்ய விரும்பு. BJP Karyakartha.",61121030,"India","K.Annamalai",False,62076
148,"3","2026-01-24T01:09:23.961331Z",3727,13201,175,"விஜய் கிட்ட என்ன இருக்கு ஏன் மக்கள் வாக்களிக்கணும்??

ஆனந்த்ஜித் - C-R-E-D-I-B-L-I-T-Y 

My Man is PURE GOLD 💥💥💥
@TVKVijayHQ #TVKForTN <a href=""https://t.co/klyvXZQKYF"">https://t.co/klyvXZQKYF</a>","['TVKForTN']",120,True,"No","Yes",False,"ta",74.46,"<a href=""https://x.com/twitter/status/2011942634571337753"" target=""_blank"">Tweet Link</a>","Positive","TVK","",False,3,17,1090,"No","TVKVijay24x7","","","","","","Pro-party",15069,2011942634571337753,"2026-01-24T01:09:23.961352Z","[]","ɪ'ʟʟ ᴍᴀᴛᴄʜ ʏᴏᴜʀ ʀᴇꜱᴘᴇᴄᴛ, ʙᴜᴛ ɪ'ʟʟ ᴛᴏᴘ ʏᴏᴜʀ ᴅɪꜱʀᴇꜱᴘᴇᴄᴛ
#ᴛᴠᴋ ˢᵒᶜⁱᵃˡ ᴹᵉᵈⁱᵃ ᶜᵒ ᶜᵒ⁻ᴼʳᵈⁱⁿᵃᵗᵒʳ ᵀᴴᴬᴺᴶᴬⱽᵁᴿ &ᵁˢ ᶻᵒⁿᵉ ʙᴀᴄᴋᴜᴘ-@ghilli2004 ᴍᴏᴠɪᴇ ʀᴇᴠɪᴇᴡꜱ @ReelsThirai",1866963858583326724,"Halifax, Nova Scotia (TN68)","TVK 𝚂qυα∂💥",False,43778
149,"3","2026-01-24T01:10:48.402450Z",1065,28163,2510,"தமிழ்நாட்டு மக்களால அமைச்சரான @KN_NEHRU ஏன் இங்க இருக்க கோயிலுக்கு காசு கொடுத்து சோறு போடக்கூடாதா? திருப்பதில தான் போடணுமா?  சங்கரன்கோவில் சட்டமன்ற தொகுதியில் நேற்று நான் பேசியதில் ஒரு பதிவு! 

@TVKVijayHQ | @BussyAnand 
#தமிழகவெற்றிக்கழகம்‌ <a href=""https://t.co/OtL0Pctlao"">https://t.co/OtL0Pctlao</a>","['தமிழகவெற்றிக்கழகம்\u200c']",121,True,"No","Yes",False,"ta",82.657,"<a href=""https://x.com/twitter/status/2012721497291563461"" target=""_blank"">Tweet Link</a>","Negative","TVK","",False,2,8,385,"Yes","RameshOffcl","","","","","","Pro-party",13136,2012721497291563461,"2026-01-24T01:10:48.402473Z","[]","மாநில ஒருங்கிணைப்பாளர்,  ஊடகம் மற்றும் செய்தித் தொடர்பு அணி
- தமிழக வெற்றிக் கழகம்.",2820227904,"Chennai","TVK Ramesh",False,9560
150,"3","2026-01-24T01:11:32.575551Z",6774,13432,241,"Indigo CAPTAIN : நாளைக்கு படத்துக்கு போகலாம்னு இருந்தேன், ஆன படம் Release ஆகலேயே.. 💔🥹

#JanaNayagan | #Pongal2026 <a href=""https://t.co/xmGWJdNga3"">https://t.co/xmGWJdNga3</a>","['JanaNayagan', 'Pongal2026']",122,False,"No","No",False,"ta",42.409,"<a href=""https://x.com/twitter/status/2011857125312770465"" target=""_blank"">Tweet Link</a>","","","",False,1,7,1439,"","PrakazVijay_Of","","","","","","",327718,2011857125312770465,"2026-01-24T01:11:32.575575Z","[]","Online Promoter Of @ActorVijay 💼 | HD, UHD, Enlarge, 4K Stills Portal 🛍️ | @JustinBieber World 🌍 | Cinema Lover 🎞️🎥 | Account Handled By Admins 🧑🏻‍💻",1014133190993170432,"Chennai, India","Prakash Vijay",False,81674
151,"3","2026-01-24T01:12:47.920002Z",23174,1011790,886,"The people of Maharashtra have given a decisive verdict! The Mahayuti alliance’s sweeping success in the local body polls is a powerful mandate for purposeful, performance-driven governance.

From villages to metro cities, people’s trust in the triple-engine leadership stands testimony to a politics rooted in progress, not baseless divisive propaganda.

Congratulations to Hon. CM of MH, Thiru @Dev_Fadnavis, under whose dynamic leadership, governance has been redefined at every level and to all karyakarthas of @BJP4Maharashtra. Guided by Hon. PM Thiru @narendramodi avl’s transformative vision, Maharashtra is fast emerging as a global powerhouse.

@RaviDadaChavan @Shivsenaofc","[]",123,True,"No","Yes",False,"en",73.835,"<a href=""https://x.com/twitter/status/2012147127028449398"" target=""_blank"">Tweet Link</a>","Positive","BJP","","",39,381,4098,"No","annamalai_k","","Pro-party","","","","",18286,2012147127028449398,"2026-01-24T01:12:47.920024Z","[]","அறம் செய்ய விரும்பு. BJP Karyakartha.",61121030,"India","K.Annamalai",False,311730
152,"3","2026-01-24T02:54:21.361413Z",519,6071,12,"இந்தாளு அசிங்க படுறதுக்கே போயிருக்காரு 😹🤣🤣
#தீயசக்தி_திமுக <a href=""https://t.co/eJUjwIHCrZ"">https://t.co/eJUjwIHCrZ</a>","['தீயசக்தி_திமுக']",124,True,"No","Yes",False,"ta",77.108,"<a href=""https://x.com/twitter/status/2011854348276638180"" target=""_blank"">Tweet Link</a>","Negative","DMK","",False,5,3,182,"Yes","TVKWarriorsHQ","","","","Anti-party","","",7540,2011854348276638180,"2026-01-24T02:54:21.361432Z","[]","The Official Virtual Warriors Team for Thalaivar

@TVKVijayHQ |

TVK - #தமிழகவெற்றிக்கழகம்

|#TVKVijay | பிறப்பொக்கும் எல்லா

உயிர்க்கும்",1671584699905638400,"tamilnadu","TVK Virtual Warriors HQ",False,8192
153,"3","2026-01-24T02:54:56.933147Z",21941,1011790,886,"பொங்கலோ பொங்கல்! <a href=""https://t.co/dlnvnuqrPS"">https://t.co/dlnvnuqrPS</a>","[]",125,True,"No","No",False,"ta",33.615,"<a href=""https://x.com/twitter/status/2011696164371058864"" target=""_blank"">Tweet Link</a>","","","",False,39,379,2788,"","annamalai_k","","","","","","",18286,2011696164371058864,"2026-01-24T02:54:56.933174Z","[]","அறம் செய்ய விரும்பு. BJP Karyakartha.",61121030,"India","K.Annamalai",False,179557
154,"3","2026-01-24T02:55:59.681829Z",1291,3995,614,"திரும்பும் திசை எங்கும் தவெக 🔥 <a href=""https://t.co/O31Le7hQ6x"">https://t.co/O31Le7hQ6x</a>","[]",126,False,"No","No",False,"ta",60.205,"<a href=""https://x.com/twitter/status/2012738715563729121"" target=""_blank"">Tweet Link</a>","","","",False,1,3,339,"","TVK_Dinshu","","","","","","",38952,2012738715563729121,"2026-01-24T02:55:59.681847Z","[]","Hills💚 #Cyberophile | Loyal to @actorvijay ♥️ | BGMI : 5223975779",1866396922862604288,"Sholinganallur, Chennai ","𝐓𝐕𝐊 𝐃𝐢𝐧𝐬𝐡𝐮",False,7136
155,"3","2026-01-24T02:57:17.030870Z",44136,1357861,2036,"Qualifications of @annamalai_k:
12th: 94%
BEng: 84%
UPSE rank: 244
CAT score: 99.32
PGDM: IIM Lucknow
Chevening Fellow: Oxford
Superintendent of Police
Deputy Commissioner of Police
State President, Tamil Nadu BJP

Qualifications of @AUThackeray:
Dynast. <a href=""https://t.co/X2Tbtx86BY"">https://t.co/X2Tbtx86BY</a>","[]",127,True,"No","Yes",False,"en",75.609,"<a href=""https://x.com/twitter/status/2011014714441306453"" target=""_blank"">Tweet Link</a>","Positive","BJP","",False,401,1987,14008,"Yes","ARanganathan72","","Pro-party","","","","",2395,2011014714441306453,"2026-01-24T02:57:17.030890Z","[]","Author: Land of the Wilted Rose; Love and Honour; Rat Eater; Soufflé; Hindus in Hindu Rashtra. Consulting Editor: Swarajya. RT ≠ Endorsement",1344897174,"","Anand Ranganathan",False,1083910
156,"3","2026-01-24T02:58:24.561885Z",138,31408,9,"கல்வியில் சிறந்த தமிழ்நாடு என்று தம்பட்டம் அடித்து விட்டு, கல்வி சொல்லிக் கொடுக்கும் ஆசிரியர்களை வஞ்சிக்கும் திமுக அரசு! <a href=""https://t.co/fTX5WyHms5"">https://t.co/fTX5WyHms5</a>","[]",128,True,"No","Yes",False,"ta",65.78,"<a href=""https://x.com/twitter/status/2009592993716781466"" target=""_blank"">Tweet Link</a>","Negative","DMK","",False,8,1,143,"Yes","EnMannEnMakkal","","","","Anti-party","","",6153,2009592993716781466,"2026-01-24T02:58:24.561905Z","[]","My Land, My People | Official Handle of Thalaivar Thiru K Annamalai’s Yatra | Come, let us ignite a political revolution in Tamil Nadu! | #VendumMeendumModi",1627576116616765442,"Tamilnadu","En Mann En Makkal",False,1238
157,"3","2026-01-24T02:59:35.048214Z",1869,55332,1412,"DMK is opposing Navodaya school because Navodaya is giving seats only for Brahmins, SC, ST people. BC and MBC students cant join due to ""New reservation"", says DMK Speaker Prasanna.

Spreading lies in open stage is the reason why DMK is getting whopped all around India.💀 <a href=""https://t.co/cTvehot883"">https://t.co/cTvehot883</a>","[]",129,True,"No","Yes",False,"en",68.788,"<a href=""https://x.com/twitter/status/2012691659578888624"" target=""_blank"">Tweet Link</a>","Negative","DMK","",False,13,29,496,"Yes","SanghiPrince","","","","Anti-party","","",113066,2012691659578888624,"2026-01-24T02:59:35.048236Z","[]","Pravinraj | 28 | Unapologetic Hindu | State Secretary, Social Media, @BJP4Tamilnadu | Compiler of the scheme book “Modi's NEW INDIA” | WA 9488989026",1213203837118369793,"India, TamilNadu, Namakkal","Sanghi Prince 🚩",False,41216
